region-centroid-col	region-centroid-row	vedge-mean	vegde-sd	hedge-mean	hedge-sd	intensity-mean	rawred-mean	rawblue-mean	rawgreen-mean	exred-mean	exblue-mean	exgreen-mean	value-mean	saturation-mean	hue-mean
75	113	294.444	412.266	616.667	62.245	278.889	171.111	442.222	223.333	-323.333	49	-166.667	442.222	0.622071	-229.665
87	196	133.333	0.869228	222.222	166.889	615.926	55	756.667	541.111	-197.778	422.222	-224.444	756.667	0.287526	-204.874
23	86	0.888889	0.651853	172.222	130.741	185.926	185.556	235.556	136.667	-0.111111	148.889	-147.778	235.556	0.417916	-15.415
64	74	133.333	0.577777	138.889	0.907407	211.481	21	268.889	155.556	-0.444444	172.222	-167.778	268.889	0.419204	-155.423
97	126	105.556	0.374074	1	0.844445	648.148	766.667	8	377.778	355.556	455.556	-811.111	833.333	0.551587	-111.813
165	96	238.889	157.408	172.222	121.852	67.037	61	802.222	598.889	-181.111	395.556	-214.444	802.222	0.254595	-203.634
40	73	138.889	108.519	161.111	250.741	206.296	197.778	267.778	153.333	-255.556	184.444	-158.889	267.778	0.426973	-167.546
140	125	0.277778	0.062963	0.666667	0.311111	618.518	733.333	766.667	355.556	344.444	444.444	-788.889	777.778	0.545635	-112.182
204	156	0.5	0.278886	2	0.557773	237.037	173.333	254.444	283.333	-191.111	522.222	138.889	283.333	0.389034	286.493
180	123	172.222	210.741	111.111	0.518518	574.815	525.556	685.556	513.333	-147.778	332.222	-184.444	685.556	0.251194	-20.215
231	233	144.444	0.740741	116.667	0.344444	125.926	888.889	118.889	17	-111.111	-211.111	132.222	17	0.478222	249.158
131	214	0.777778	0.651852	127.778	0.240741	681.482	5	477.778	106.667	-544.444	-611.111	115.556	106.667	0.568162	205.833
55	145	505.556	297.707	1	0.421638	267.778	242.222	333.333	227.778	-766.667	196.667	-12	333.333	0.315338	-193.469
217	195	422.222	328.408	238.889	210.203	450.741	396.667	555.556	40	-162.222	314.444	-152.222	555.556	0.292957	-211.857
169	137	1.5	0.477777	844.444	500.741	253.333	186.667	365.556	207.778	-20	336.667	-136.667	365.556	0.502569	-221.303
72	191	127.778	0.507408	311.111	460.741	151.852	121.111	148.889	185.556	-922.222	-0.888889	101.111	185.556	0.35037	254.533
72	111	0.5	0.3	0.944444	13.963	12.963	0	355.556	0.333333	-388.889	677.778	-288.889	355.556	1	-213.949
118	85	327.778	441.852	227.778	681.852	818.519	355.556	148.889	611.111	-138.889	201.111	-622.222	148.889	0.774121	-232.909
144	139	5.5	394.445	138.889	0.596294	646.667	578.889	787.778	573.333	-203.333	423.333	-22	787.778	0.27569	-206.547
240	16	0.444444	0.162962	166.667	115.555	102.519	875.556	125	95	-448.889	674.444	-225.556	125	0.299601	-230.247
234	194	144.445	195.126	383.333	308.941	486.296	43	603.333	425.556	-168.889	351.111	-182.222	603.333	0.298369	-207.188
25	155	572.222	997.519	18	151.689	143.333	13	186.667	113.333	-4	13	-9	214.444	0.646298	-179.743
11	50	177.778	100.369	111.111	0.91084	109.259	938.889	130.333	103.556	-461.111	632.222	-171.111	130.333	0.2797	-237.202
183	157	0.666667	0.421638	211.111	0.620633	196.667	164.444	186.667	238.889	-966.667	-3	126.667	238.889	0.314187	24.052
102	50	161.111	106.284	133.333	0.869227	608.519	53	757.778	537.778	-235.556	447.778	-212.222	757.778	0.304774	-212.948
216	15	0.888891	0.340743	122.223	0.518519	106.519	908.889	131.111	975.556	-468.889	737.778	-268.889	131.111	0.306737	-226.645
112	30	0.555557	0.272164	122.222	0.720082	113.259	100.778	130.111	108.889	-374.444	505.556	-131.111	130.111	0.225384	-238.531
97	46	166.667	161.933	222.222	140.897	623.333	532.222	791.111	546.667	-273.333	503.333	-23	791.111	0.326719	-21.523
233	197	388.889	278.621	2	126.491	497.407	443.333	614.444	434.444	-162.222	351.111	-188.889	614.444	0.294656	-20.434
183	185	288.889	142.465	577.778	555.645	44.963	406.667	55	392.222	-128.889	301.111	-172.222	55	0.28574	-200.499
81	67	0.833332	0.459472	0.888889	0.58373	122.889	112.333	138.444	117.889	-316.667	466.667	-15	138.444	0.18855	-231.719
32	88	0.833332	0.349603	111.111	0.720081	672.593	578.889	85	588.889	-281.111	532.222	-251.111	85	0.320122	-213.203
153	78	938.889	567.026	294.444	351.768	302.963	271.111	374.444	263.333	-955.556	214.444	-118.889	374.444	0.300208	-201.778
96	141	155.556	0.740741	0.444444	0.118518	496.296	311.111	877.778	3	-555.556	114.444	-588.889	877.778	0.66524	-207.507
239	137	177.778	136.083	344.444	108.866	408.519	398.889	453.333	373.333	-288.889	134.444	-105.556	453.333	0.176066	-175.799
18	83	616.667	998.889	128.889	287.852	143.704	9	226.667	114.444	-161.111	248.889	-877.778	226.667	0.664785	-227.421
91	64	0.944445	0.712325	105.556	102.017	62	536.667	781.111	542.222	-25	483.333	-233.333	781.111	0.31426	-211.809
11	118	0.277778	0.151852	0.388889	0.062963	0.703704	0	2	0.111111	-211.111	388.889	-177.778	2	1	-213.264
44	20	0.611111	0.062963	144.444	0.562963	113.852	102.667	132.333	106.556	-335.556	554.444	-218.889	132.333	0.224139	-223.183
60	181	166.667	1.2	266.667	208.889	196.296	171.111	178.889	238.889	-755.556	-522.222	127.778	238.889	0.285691	218.914
253	32	0.499999	0.586892	133.333	0.557772	116.778	103.889	133.333	113.111	-386.667	496.667	-11	133.333	0.220748	-242.119
160	95	322.222	354.443	0.222222	0.403687	214.815	211.111	255.556	177.778	-0.111111	122.222	-111.111	255.556	0.10119	-162.891
68	80	116.667	0.166666	172.222	170.741	111.074	102.889	127.333	103	-245.556	487.778	-242.222	127.333	0.198052	-20.987
34	137	0.5	0.166667	111.111	0.474074	585.185	777.778	644.444	333.333	577.778	177.778	-755.556	777.778	0.573633	-0.744272
140	34	0.499999	0.122222	0.888887	0.207408	105.481	912.222	127.333	978.889	-427.778	655.556	-227.778	127.333	0.283524	-228.664
18	138	0.888889	0.562963	0.833333	0.3	574.074	733.333	655.556	333.333	477.778	244.444	-722.222	733.333	0.543871	-0.862108
179	133	238.889	23.797	0.888889	0.750308	367.778	32	463.333	32	-143.333	286.667	-143.333	463.333	0.313397	-209.157
78	128	116.667	0.888194	138.889	112.382	499.259	426.667	642.222	428.889	-217.778	428.889	-211.111	642.222	0.340237	-210.244
252	71	0.722221	0.329628	133.333	0.71111	891.482	727.778	115.556	791.111	-491.111	792.222	-301.111	115.556	0.370097	-224.948
89	53	211.111	171.852	283.333	301.111	270.741	227.778	383.333	201.111	-128.889	337.778	-208.889	383.333	0.474773	-193.748
189	62	0.388889	0.250924	0.444444	0.344265	762.963	5	131.111	477.778	-788.889	164.444	-855.556	131.111	0.635938	-206.695
118	182	177.778	129.386	2.5	142.595	45	416.667	543.333	39	-10	28	-18	543.333	0.281875	-191.068
50	199	322.222	297.894	561.111	461.599	556.667	491.111	697.778	481.111	-196.667	423.333	-226.667	697.778	0.312414	-204.543
62	202	255.556	170.837	1.5	113.039	604.815	536.667	748.889	528.889	-204.444	432.222	-227.778	748.889	0.29788	-206.061
171	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	119	0.833333	0.833333	105.556	0.951852	122.222	0.111111	322.222	0.333333	-333.333	6	-266.667	322.222	0.984127	-213.309
95	95	0.722222	0.818519	111.111	0.251852	648.148	233.333	125.556	455.556	-124.444	182.222	-577.778	125.556	0.816909	-232.229
29	125	0.388889	0.062963	0.666667	0.177778	585.185	722.222	688.889	344.444	411.111	311.111	-722.222	733.333	0.529762	-0.944272
14	90	294.444	243.508	333.333	321.109	5	255.556	733.333	511.111	-733.333	7	0.333333	733.333	0.725289	-263.939
205	204	155.556	0.958394	188.889	177.221	19	143.333	171.111	255.556	-14	-566.667	196.667	255.556	0.439342	234.873
217	115	116.667	0.344445	0.555555	0.385185	188.889	0.222222	466.667	0.777778	-5	833.333	-333.333	466.667	0.962963	-22.166
192	142	0.5	0.122222	1.5	0.522222	466.667	677.778	488.889	233.333	633.333	0.666667	-7	677.778	0.662037	-0.604864
133	108	0.777777	0.74074	224.444	104.919	455.926	412.222	554.444	401.111	-131.111	295.556	-164.444	554.444	0.275986	-201.555
117	137	0.222222	0.074074	0.666667	0.177778	311.111	155.556	633.333	144.444	-466.667	966.667	-5	633.333	0.772487	-207.507
163	177	116.667	0.7	2.5	0.78889	245.185	212.222	214.444	308.889	-988.889	-922.222	191.111	308.889	0.321139	212.542
136	70	1	0.311111	172.222	21.963	26.037	244.444	34	196.667	-477.778	238.889	-191.111	34	0.421281	-174.518
52	89	522.222	272.166	0.722223	0.490653	289.259	252.222	368.889	246.667	-111.111	238.889	-127.778	368.889	0.331128	-204.846
17	94	172.222	317.407	105.556	0.951854	20.037	157.778	286.667	156.667	-127.778	258.889	-131.111	286.667	0.457772	-208.425
114	129	205.556	114.342	0.777776	0.886107	624.074	542.222	78	55	-245.556	467.778	-222.222	78	0.30598	-212.699
211	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	114	0.833333	0.433333	116.667	0.255555	185.185	0.111111	466.667	0.777778	-522.222	844.444	-322.222	466.667	0.984127	-222.266
76	138	322.222	387.967	5.5	242.899	165.185	988.889	247.778	148.889	-198.889	247.778	-488.889	247.778	0.60922	-243.954
51	15	0.722226	0.285185	122.222	0.785184	132.222	123	145.333	128.333	-276.667	393.333	-116.667	145.333	0.153616	-234.104
88	89	0.777777	0.385185	366.667	404.444	223.333	216.667	284.444	168.889	-2	183.333	-163.333	284.444	0.403687	-162.559
24	83	277.778	491.852	361.111	237.407	187.407	191.111	232.222	138.889	111.111	134.444	-145.556	233.333	0.399927	-145.682
92	56	0.444443	0.029629	0.833333	0.566668	126	115.889	140.667	121.444	-303.333	44	-136.667	140.667	0.176061	-232.678
186	162	161.111	0.596296	123.889	668.185	440.741	374.444	546.667	401.111	-198.889	317.778	-118.889	546.667	0.301508	-238.667
138	203	166.667	164.655	227.778	187.873	112.593	877.778	811.111	168.889	-744.444	-944.444	168.889	168.889	0.538945	201.975
80	203	138.889	0.742867	194.444	152.631	124.074	10	9	182.222	-722.222	-102.222	174.444	182.222	0.514445	198.675
200	165	227.778	397.408	177.778	0.918519	173.333	128.889	164.444	226.667	-133.333	-266.667	16	226.667	0.43082	24.712
221	50	0.444445	0.544332	144.444	0.688533	122.074	109.889	139.778	116.556	-365.556	531.111	-165.556	139.778	0.213809	-232.568
155	127	216.667	170.945	153.889	414.417	365.185	358.889	41	326.667	-188.889	134.444	-115.556	41	0.204536	-167.677
29	111	0.388889	0.240741	0.611111	0.151852	540.741	688.889	633.333	3	444.444	277.778	-722.222	688.889	0.564153	-0.897859
141	62	188.889	211.852	338.889	637.407	273.704	237.778	376.667	206.667	-107.778	308.889	-201.111	376.667	0.450305	-188.841
240	195	188.889	116.746	183.333	170.945	488.519	432.222	606.667	426.667	-168.889	354.444	-185.556	606.667	0.300363	-206.304
165	99	0.888891	0.474074	0.777779	0.474074	934.074	79	118	832.222	-432.222	737.778	-305.556	118	0.330418	-220.776
67	34	111.111	122.323	0.555556	0.583731	542.593	462.222	703.333	462.222	-241.111	482.222	-241.111	703.333	0.34747	-209.452
193	125	505.556	255.096	194.444	187.873	374.444	323.333	475.556	324.444	-153.333	303.333	-15	475.556	0.321825	-210.069
18	138	0.888889	0.562963	0.833333	0.3	574.074	733.333	655.556	333.333	477.778	244.444	-722.222	733.333	0.543871	-0.862108
23	147	0.333333	0.133333	0.722222	0.418518	459.259	411.111	744.444	222.222	-144.444	855.556	-711.111	766.667	0.698445	-156.175
58	48	227.778	0.250925	0.277777	0.250924	408.519	354.444	524.444	346.667	-162.222	347.778	-185.556	524.444	0.339117	-204.873
145	102	0.888889	0.607408	261.111	148.519	230.741	221.111	297.778	173.333	-288.889	201.111	-172.222	297.778	0.417763	-168.544
157	20	133.333	0.760117	494.444	447.917	354.815	32	427.778	316.667	-104.444	218.889	-114.444	427.778	0.261958	-20.452
245	249	2	128.889	1.5	0.611111	147.407	107.778	153.333	181.111	-118.889	177.778	101.111	181.111	0.406212	274.356
69	81	183.333	221.111	183.333	101.111	198.519	203.333	246.667	145.556	144.444	144.444	-158.889	246.667	0.41031	-147.238
96	96	1	151.111	0.833333	0.3	62.963	266.667	118.889	433.333	-108.889	167.778	-588.889	118.889	0.778863	-227.579
73	19	0.944445	0.389681	0.944443	0.680416	127.519	116.556	143.111	122.889	-328.889	467.778	-138.889	143.111	0.185539	-234.419
177	190	0.944445	0.82776	138.889	0.952579	524.074	473.333	645.556	453.333	-152.222	364.444	-212.222	645.556	0.297733	-19.859
70	98	122.222	171.852	177.778	131.852	466.667	122.222	922.222	355.556	-103.333	136.667	-333.333	922.222	0.89084	-239.542
165	186	255.555	157.292	2	117.379	495.185	451.111	611.111	423.333	-132.222	347.778	-215.556	611.111	0.307257	-194.081
215	89	188.889	158.698	233.333	172.562	18.037	144.444	251.111	145.556	-107.778	212.222	-104.444	251.111	0.43138	-210.229
240	79	162.778	40.863	141.667	155.322	327.778	243.333	457.778	282.222	-253.333	39	-136.667	457.778	0.489062	-22.863
134	187	188.889	151.535	211.111	178.471	593.704	526.667	741.111	513.333	-201.111	442.222	-241.111	741.111	0.307458	-203.348
22	125	227.778	180.637	244.444	13.444	582.222	502.222	737.778	506.667	-24	466.667	-226.667	737.778	0.323908	-211.272
84	134	0.444444	0.118518	0.722222	0.151852	211.111	1	466.667	0.666667	-333.333	766.667	-433.333	466.667	0.874074	-201.314
226	72	127.778	0.818518	138.889	144.074	451.852	155.556	944.444	255.556	-888.889	147.778	-588.889	944.444	0.84169	-221.672
139	187	205.556	112.382	183.333	106.979	604.444	536.667	747.778	528.889	-203.333	43	-226.667	747.778	0.292692	-205.821
59	139	688.889	696.295	166.667	0.8	163.704	124.444	236.667	13	-117.778	218.889	-101.111	236.667	0.482725	-211.822
250	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	192	338.889	205.931	594.444	248.924	608.148	534.444	764.444	525.556	-221.111	468.889	-247.778	764.444	0.31261	-205.546
222	62	0.277778	0.250924	0.666667	0.557773	640.741	411.111	114.444	366.667	-688.889	151.111	-822.222	114.444	0.680808	-203.415
35	112	0.888889	0.296297	0.555556	0.162963	161.852	121.111	238.889	125.556	-122.222	231.111	-108.889	238.889	0.492526	-213.331
241	137	427.778	186.852	383.333	37.5	5	255.556	9	344.444	-733.333	12	-466.667	9	0.837478	-219.397
132	223	211.111	0.720082	177.778	0.93492	165.185	132.222	134.444	228.889	-988.889	-922.222	191.111	228.889	0.433125	211.955
164	178	138.889	0.862965	2.5	145.556	238.148	202.222	211.111	301.111	-107.778	-811.111	188.889	301.111	0.329212	219.031
175	188	3	257.337	233.333	129.957	557.778	496.667	691.111	485.556	-183.333	40	-216.667	691.111	0.296294	-203.967
138	144	0.888889	0.860663	0.277778	0.534027	0.666667	0.555556	1	0.444444	-0.333333	1	-0.666667	1	0.37037	-190.427
181	87	122.222	0.474069	0.777779	0.207406	135.407	127.889	146.444	131.889	-225.556	331.111	-105.556	146.444	0.126571	-231.287
186	173	144.444	0.829631	211.111	198.519	171.481	135.556	155.556	223.333	-107.778	-477.778	155.556	223.333	0.396433	233.274
85	121	161.111	106.284	0.944445	0.712325	172.222	888.889	292.222	135.556	-25	36	-11	292.222	0.696178	-233.587
72	118	0.277778	0.062963	0.555556	0.118518	548.148	655.556	666.667	322.222	322.222	355.556	-677.778	711.111	0.545855	-105.335
119	153	505.556	553.942	0.055556	0.136083	337.037	3	388.889	322.222	-111.111	155.556	-0.444444	388.889	0.085017	-222.172
231	49	0.555556	0.385186	0.666669	0.266668	120.704	108.111	139.333	114.667	-377.778	558.889	-181.111	139.333	0.223879	-231.548
222	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	125	172.222	134.026	855.555	572.583	433.704	416.667	49	394.444	-511.111	168.889	-117.778	49	0.192484	-184.058
123	143	0.277778	0.389682	0.277778	0.136083	0.407407	0	122.222	0	-122.222	244.444	-122.222	122.222	0.777778	-20.944
243	94	0.666667	0.311111	0.222222	0.02963	118.519	0.222222	322.222	0.111111	-288.889	611.111	-322.222	322.222	0.977778	-207.124
151	101	961.111	653.679	0.5	0.349603	311.852	272.222	394.444	268.889	-118.889	247.778	-128.889	394.444	0.327288	-205.839
244	193	205.556	222.527	388.889	363.114	161.852	133.333	142.222	21	-855.556	-588.889	144.444	21	0.378871	22.221
14	146	0.888889	0.474074	111.111	0.740741	105.926	8	156.667	811.111	-777.778	152.222	-744.444	156.667	0.487864	-210.891
147	111	0.388889	0.151852	0.444445	0.118519	566.667	7	7	3	4	4	-8	733.333	0.59127	-104.143
42	59	183.333	3.5	205.556	0.862963	218.148	207.778	287.778	158.889	-311.111	208.889	-177.778	287.778	0.445142	-168.081
82	120	566.667	469.333	594.444	60.063	696.296	333.333	127.778	477.778	-108.889	174.444	-655.556	127.778	0.822893	-224.013
103	64	0.666667	0.699205	133.333	0.918936	108.778	963.333	126.222	103.778	-373.333	523.333	-15	126.222	0.236797	-235.544
45	126	7	387.011	255.556	179.712	101.852	488.889	172.222	844.444	-158.889	211.111	-522.222	172.222	0.736431	-244.984
178	128	0.444444	0.340741	0.888889	0.207407	592.593	788.889	644.444	344.444	588.889	155.556	-744.444	788.889	0.563713	-0.7213
166	182	305.556	421.329	4	236.643	584.074	525.556	725.556	501.111	-175.556	424.444	-248.889	725.556	0.3112	-197.849
115	130	0.555555	0.340741	0.833333	0.566666	72.963	855.556	866.667	466.667	377.778	411.111	-788.889	9	0.481594	-105.666
143	89	266.667	219.089	0.333333	0	18	14	257.778	142.222	-12	233.333	-113.333	257.778	0.459093	-211.303
7	134	0.055556	0.018519	0.055556	0.018519	0.037037	0	0.111111	0	-0.111111	0.222222	-0.111111	0.111111	0.111111	-20.944
201	120	394.444	147.741	372.222	961.852	374.074	144.444	766.667	211.111	-688.889	117.778	-488.889	766.667	0.893054	-218.029
54	140	0.722222	0.443053	177.778	104.704	833.333	377.778	14	722.222	-136.667	17	-333.333	14	0.73447	-244.232
72	222	238.889	264.074	161.111	228.518	14.963	116.667	131.111	201.111	-988.889	-555.556	154.444	201.111	0.425441	228.092
159	116	0.444444	0.344265	205.556	110.387	298.148	256.667	371.111	266.667	-124.444	218.889	-944.444	371.111	0.310286	-217.751
168	77	0.888889	127.408	155.556	158.518	595.556	542.222	713.333	531.111	-16	353.333	-193.333	713.333	0.255329	-203.087
63	201	211.111	173.419	2.5	165.664	616.296	548.889	764.444	535.556	-202.222	444.444	-242.222	764.444	0.299213	-203.412
188	186	0.888888	0.162962	0.777778	0.207407	185.185	153.333	182.222	22	-955.556	-0.888889	104.444	22	0.301883	25.874
9	180	116.667	0.722649	116.667	0.983192	225.556	174.444	22	282.222	-153.333	-166.667	17	282.222	0.381429	254.166
9	72	0.777777	0.562961	1.5	0.744447	125.444	114.111	141.111	121.111	-34	47	-13	141.111	0.19129	-23.662
9	76	127.778	142.075	166.667	18.619	244.444	0.888889	466.667	177.778	-466.667	666.667	-2	466.667	0.872222	-23.408
29	85	283.333	294.203	238.889	30.508	407.407	211.111	677.778	333.333	-588.889	811.111	-222.222	677.778	0.762963	-236.986
163	131	0.166667	0.182574	0.277778	0.250924	155.556	0.888889	366.667	0.111111	-2	633.333	-433.333	366.667	0.972222	-187.105
171	15	0.666668	0.557772	0.666668	0.699205	113.741	100.111	132	109.111	-408.889	547.778	-138.889	132	0.241576	-238.903
186	218	116.667	0.744444	116.667	0.655555	137.037	106.667	126.667	177.778	-911.111	-311.111	122.222	177.778	0.401347	238.268
212	235	144.444	145.551	194.444	226.487	258.889	211.111	24	325.556	-143.333	-566.667	20	325.556	0.351881	235.602
3	78	148.333	356.167	433.333	662.355	796.667	707.778	914.444	767.778	-266.667	353.333	-866.667	914.444	0.269733	-241.165
48	192	122.222	100.741	288.889	482.963	996.296	866.667	744.444	137.778	-388.889	-755.556	114.444	137.778	0.476236	190.846
134	148	0.111111	0.172133	0.055556	0.136083	0.037037	0	0.111111	0	-0.111111	0.222222	-0.111111	0.111111	0.111111	-20.944
196	134	0.555556	0.251852	0.777778	0.296296	607.407	744.444	711.111	366.667	411.111	311.111	-722.222	777.778	0.529982	-0.966318
117	147	0.611111	0.107407	0.777778	0.562963	677.778	544.444	11	388.889	-4	126.667	-866.667	11	0.643678	-178.339
70	177	216.667	106.979	166.667	117.379	494.444	45	61	423.333	-133.333	346.667	-213.333	61	0.305962	-194.266
199	66	127.778	157.407	144.444	287.407	122.556	111	139.778	116.889	-346.667	516.667	-17	139.778	0.205803	-230.709
17	110	127.778	126.296	272.222	29.963	396.296	144.444	644.444	4	-755.556	744.444	0.111111	644.444	0.806658	-261.865
235	86	0.277778	0.018519	0.277778	0.062963	123.333	777.778	211.111	811.111	-136.667	263.333	-126.667	211.111	0.630928	-212.015
56	107	455.556	134.074	677.778	231.852	796.296	455.556	13	633.333	-102.222	151.111	-488.889	13	0.730592	-229.176
96	130	0.555555	0.45542	122.222	0.655461	240.741	0.444444	5	177.778	-588.889	777.778	-188.889	5	0.931217	-236.622
146	140	105.556	0.462963	1	0.577778	633.333	788.889	733.333	377.778	466.667	3	-766.667	822.222	0.537017	-0.909267
158	76	0.833333	0.658281	327.778	306.534	348.519	318.889	42	306.667	-888.889	214.444	-125.556	42	0.27031	-19.815
203	182	372.222	257.696	361.111	170.511	549.259	494.444	681.111	472.222	-164.444	395.556	-231.111	681.111	0.306722	-198.035
202	41	0.944448	0.772202	111.111	10.256	123.037	111.889	139.778	117.444	-334.444	502.222	-167.778	139.778	0.199347	-229.992
14	117	0.333333	0.133333	0.555556	0.074074	577.778	633.333	755.556	344.444	166.667	533.333	-7	755.556	0.543651	-13.539
187	106	405.556	123.296	7	532.444	377.037	341.111	457.778	332.222	-107.778	242.222	-134.444	457.778	0.270907	-201.018
71	180	122.222	0.562963	3	186.666	223.333	183.333	214.444	272.222	-12	-266.667	146.667	272.222	0.327383	245.383
140	25	0.999999	146.667	111.111	0.118518	128	117.778	142.333	123.889	-306.667	43	-123.333	142.333	0.172504	-235.455
136	129	194.444	308.519	2	315.556	247.037	191.111	348.889	201.111	-167.778	305.556	-137.778	348.889	0.449747	-216.105
18	70	944.444	58.979	994.444	694.875	21.037	162.222	266.667	202.222	-144.444	168.889	-244.444	266.667	0.415836	-25.142
150	152	0.111111	0.02963	205.556	357.407	137.037	1	233.333	0.777778	-111.111	288.889	-177.778	233.333	0.537037	-200.735
36	189	194.444	246.296	583.333	215.889	313.704	284.444	38	276.667	-877.778	198.889	-111.111	38	0.266302	-202.035
24	15	0.833335	0.691214	111.111	0.54433	700.741	61	874.444	617.778	-272.222	521.111	-248.889	874.444	0.30227	-212.498
212	152	5	764.444	238.889	326.296	265.556	203.333	376.667	216.667	-186.667	333.333	-146.667	376.667	0.46343	-216.573
209	70	222.222	182.168	877.778	346.196	367.407	336.667	444.444	321.111	-922.222	231.111	-138.889	444.444	0.273358	-196.058
101	121	0.666667	0.843274	1.5	0.888194	340.741	111.111	6	311.111	-688.889	777.778	-0.888889	6	0.843518	-251.916
149	77	211.111	394.074	244.444	602.963	244.815	234.444	315.556	184.444	-311.111	212.222	-181.111	315.556	0.415737	-168.954
14	28	0.555553	0.074075	122.222	0.429626	110.481	978.889	131.111	102.444	-377.778	618.889	-241.111	131.111	0.253299	-223.887
123	187	266.667	184.992	344.444	165.552	586.667	525.556	725.556	508.889	-183.333	416.667	-233.333	725.556	0.298553	-201.352
189	107	1	128.889	105.555	0.418522	133.667	125.778	145.222	130	-236.667	346.667	-11	145.222	0.13383	-231.738
87	196	133.333	0.869228	222.222	166.889	615.926	55	756.667	541.111	-197.778	422.222	-224.444	756.667	0.287526	-204.874
243	120	444.444	435.975	155.555	183.384	478.519	447.778	563.333	424.444	-922.222	254.444	-162.222	563.333	0.245321	-191.073
13	142	0.388889	0.062963	127.778	0.151852	459.259	622.222	522.222	233.333	488.889	188.889	-677.778	633.333	0.630159	-0.776334
52	33	138.889	130.242	0.277778	0.250925	358.148	313.333	455.556	305.556	-134.444	292.222	-157.778	455.556	0.33727	-203.043
29	195	0.444444	0.403687	0.611111	0.680414	16.037	144.444	133.333	203.333	-477.778	-811.111	128.889	203.333	0.342307	194.304
142	185	227.778	176.908	311.111	116.746	478.148	438.889	582.222	413.333	-117.778	312.222	-194.444	582.222	0.289144	-193.792
57	177	0.944445	0.551852	144.444	171.852	195.926	157.778	184.444	245.556	-114.444	-344.444	148.889	245.556	0.35899	241.326
187	89	3	160.555	111.111	106.805	844.444	633.333	13	6	-633.333	136.667	-733.333	13	0.548545	-204.388
68	157	583.333	143.444	138.889	166.296	214.444	168.889	30	174.444	-136.667	256.667	-12	30	0.438882	-21.343
36	145	0.277778	0.196296	127.778	206.296	0.851852	0.333333	144.444	0.777778	-155.556	177.778	-0.222222	144.444	0.251852	-253.095
112	35	111.111	122.963	144.444	0.829631	127.556	117.444	142.556	122.667	-303.333	45	-146.667	142.556	0.176083	-231.105
238	162	0.944445	0.712326	266.667	0.730297	19	157.778	173.333	238.889	-966.667	-5	146.667	238.889	0.34003	229.142
211	206	0.944445	112.963	216.667	1.1	160.741	135.556	145.556	201.111	-755.556	-455.556	121.111	201.111	0.32736	225.237
108	59	0.500001	0.166667	105.556	0.285185	126.148	116.556	140.444	121.444	-287.778	428.889	-141.111	140.444	0.170091	-230.864
73	103	127.778	0.32963	111.111	154.074	183.333	192.222	225.556	132.222	266.667	126.667	-153.333	225.556	0.410306	-139.741
248	160	3	88.889	216.667	376.667	439.259	371.111	571.111	375.556	-204.444	395.556	-191.111	571.111	0.354037	-211.379
95	141	0.722222	0.240741	0.722222	0.151852	155.556	0.111111	366.667	0.888889	-433.333	633.333	-2	366.667	0.977778	-228.599
54	133	438.889	170.511	127.778	121.868	214.444	198.889	257.778	186.667	-466.667	13	-833.333	257.778	0.270271	-190.381
193	154	172.222	255.185	2	186.667	281.481	215.556	395.556	233.333	-197.778	342.222	-144.444	395.556	0.453533	-219.107
148	169	105.556	0.774073	183.333	261.111	195.926	151.111	186.667	25	-134.444	-277.778	162.222	25	0.396121	246.775
15	123	0.444444	0.118518	0.444444	0.118519	455.556	6	533.333	233.333	433.333	233.333	-666.667	6	0.61164	-0.853547
248	103	0.944443	0.574134	111.111	0.93492	356.296	307.778	452.222	308.889	-145.556	287.778	-142.222	452.222	0.323915	-210.261
95	127	0.222222	0.074074	0.222222	0.02963	0.62963	0	188.889	0	-188.889	377.778	-188.889	188.889	1	-20.944
152	152	0.166667	0.033333	211.111	434.074	140.741	1	244.444	0.777778	-122.222	311.111	-188.889	244.444	0.439153	-200.027
110	196	366.667	18.619	688.889	486.103	524.815	468.889	65	455.556	-167.778	375.556	-207.778	65	0.29763	-20.226
8	39	138.889	112.963	183.333	0.699999	113.37	102.556	132	105.556	-324.444	558.889	-234.444	132	0.222954	-219.816
238	59	0.833335	0.459466	105.556	0.680412	121.704	109.222	139	116.889	-374.444	518.889	-144.444	139	0.214204	-236.422
37	124	1.5	101.111	244.444	18.074	543.333	494.444	652.222	483.333	-146.667	326.667	-18	652.222	0.258543	-203.008
190	105	188.889	22.963	216.667	167.778	457.407	412.222	563.333	396.667	-135.556	317.778	-182.222	563.333	0.295992	-199.608
77	135	0.222222	0.02963	0.222222	0.02963	0.777778	0	233.333	0	-233.333	466.667	-233.333	233.333	1	-20.944
140	124	1	0.444445	111.111	105.185	251.852	0.222222	611.111	122.222	-688.889	107.778	-388.889	611.111	0.973765	-226.746
34	93	0.555556	0.272165	0.388889	0.389682	148.148	104.444	234.444	105.556	-131.111	258.889	-127.778	234.444	0.559179	-210.271
237	137	0.388889	0.107407	0.333333	0.044445	0.666667	0	2	0	-2	4	-2	2	1	-20.944
42	188	183.333	181.111	138.889	175.185	307.778	275.556	381.111	266.667	-966.667	22	-123.333	381.111	0.301747	-201.644
