1,92.56705853752834,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],MergeByDistance[DISTANCE:EUCLIDEAN,DESCRY_K - 4.666667,DESCRY_DENSITY - 3.0],}
317,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
318,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
319,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
320,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
321,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
322,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
323,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
324,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
325,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
326,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
327,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
328,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
329,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
330,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
331,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
332,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
333,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
334,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
335,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
336,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
337,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
338,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
339,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
340,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
341,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
342,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
343,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
344,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
345,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
346,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
347,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
348,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
349,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
350,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
351,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
352,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
353,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
354,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
355,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
356,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
357,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
358,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
359,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
360,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
361,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
362,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
363,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
364,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
365,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
366,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
367,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
368,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
369,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
370,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
371,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
372,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
373,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
374,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
375,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
376,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
377,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
378,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
379,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
380,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
381,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
382,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
383,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
384,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
385,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.0],}
386,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],}
387,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],}
388,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],}
389,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],}
390,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],}
391,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],}
392,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],}
393,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],}
394,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],}
395,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],}
396,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],}
