1,92.92684949274786,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 2.6666667],MergeByOverlap[DISTANCE:EUCLIDEAN],}
2,92.92684949274786,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 2.6666667],MergeByOverlap[DISTANCE:EUCLIDEAN],}
3,92.92684949274786,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 2.6666667],MergeByOverlap[DISTANCE:EUCLIDEAN],}
4,92.92684949274786,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 2.6666667],MergeByOverlap[DISTANCE:EUCLIDEAN],}
5,92.92684949274786,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 2.6666667],MergeByOverlap[DISTANCE:EUCLIDEAN],}
6,92.92684949274786,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 2.6666667],MergeByOverlap[DISTANCE:EUCLIDEAN],}
7,94.02385695332804,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 83.33333,DBSCAN_NUM_PTS - 3.0],MergeByDistance[DISTANCE:MANHATTAN,DESCRY_K - 10.0,DESCRY_DENSITY - 9.0],}
299,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
300,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
301,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
302,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
303,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
304,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
305,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
306,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
307,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
308,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
309,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
310,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
311,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
312,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
313,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
314,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
315,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
316,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
317,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
318,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
319,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
320,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
321,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
322,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
323,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
324,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
325,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
326,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
327,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
328,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
329,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
330,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
331,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
332,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
333,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
334,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
335,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
336,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
337,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
338,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
339,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
340,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
341,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
342,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
343,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
344,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
345,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
346,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
347,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
348,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
349,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
350,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
351,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
352,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
353,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
354,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
355,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
356,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
357,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
358,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
359,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
360,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
361,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
362,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
363,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
364,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
365,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
366,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
367,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
368,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
369,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
370,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
371,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
372,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
373,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
